name,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Don Sutton,1981,605,0.4,,,0.4,/ViewCard.cfm/sid/85/cid/23895/1981-Topps-605-Don-Sutton,/Images/Cards/Baseball/85/85-23895RepFr.jpg,/Images/Cards/Baseball/85/85-23895RepBk.jpg
Gary Carter,1981,660,0.75,,,0.75,/ViewCard.cfm/sid/85/cid/23950/1981-Topps-660-Gary-Carter,/Images/Cards/Baseball/85/85-23950RepFr.jpg,/Images/Cards/Baseball/85/85-23950RepBk.jpg
Tim Raines,1982,70,0.45,,,0.45,/ViewCard.cfm/sid/89/cid/24218/1982-Topps-70-Tim-Raines,/Images/Cards/Baseball/89/89-24218RepFr.jpg,/Images/Cards/Baseball/89/89-24218RepBk.jpg
Carlton Fisk,1982,110,0.25,,,0.25,/ViewCard.cfm/sid/89/cid/24258/1982-Topps-110-Carlton-Fisk,/Images/Cards/Baseball/89/89-24258RepFr.jpg,/Images/Cards/Baseball/89/89-24258RepBk.jpg
Gaylord Perry,1982,115,0.3,,,0.3,/ViewCard.cfm/sid/89/cid/24263/1982-Topps-115-Gaylord-Perry,/Images/Cards/Baseball/89/89-115Fr.jpg,/Images/Cards/Baseball/89/89-115Bk.jpg
Phil Niekro,1982,185,0.4,,,0.4,/ViewCard.cfm/sid/89/cid/24333/1982-Topps-185-Phil-Niekro,/Images/Cards/Baseball/89/89-185Fr.jpg,/Images/Cards/Baseball/89/89-185Bk.jpg
Tony Perez,1982,255,0.32,,,0.32,/ViewCard.cfm/sid/89/cid/24403/1982-Topps-255-Tony-Perez,/Images/Cards/Baseball/89/89-24403RepFr.jpg,/Images/Cards/Baseball/89/89-24403RepBk.jpg
Bruce Sutter,1982,260,0.47,,,0.47,/ViewCard.cfm/sid/89/cid/24408/1982-Topps-260-Bruce-Sutter,/Images/Cards/Baseball/89/89-24408RepFr.jpg,/Images/Cards/Baseball/89/89-24408RepBk.jpg
Don Sutton,1982,305,0.35,,,0.35,/ViewCard.cfm/sid/89/cid/24453/1982-Topps-305-Don-Sutton,/Images/Cards/Baseball/89/89-24453RepFr.jpg,/Images/Cards/Baseball/89/89-24453RepBk.jpg
Andre Dawson,1982,540,0.38,,,0.38,/ViewCard.cfm/sid/89/cid/24691/1982-Topps-540-Andre-Dawson,/Images/Cards/Baseball/89/89-24691RepFr.jpg,/Images/Cards/Baseball/89/89-24691RepBk.jpg
Rollie Fingers,1982,585,0.5,,,0.5,/ViewCard.cfm/sid/89/cid/24736/1982-Topps-585-Rollie-Fingers,/Images/Cards/Baseball/89/89-24736RepFr.jpg,/Images/Cards/Baseball/89/89-24736RepBk.jpg
Fergie Jenkins,1982,624,0.38,,,0.38,/ViewCard.cfm/sid/89/cid/24775/1982-Topps-624-Fergie-Jenkins,/Images/Cards/Baseball/89/89-24775RepFr.jpg,/Images/Cards/Baseball/89/89-24775RepBk.jpg
Bert Blyleven,1982,685,0.36,,,0.36,/ViewCard.cfm/sid/89/cid/24836/1982-Topps-685-Bert-Blyleven,/Images/Cards/Baseball/89/89-24836RepFr.jpg,/Images/Cards/Baseball/89/89-24836RepBk.jpg
Gary Carter,1982,730,1.05,,,1.05,/ViewCard.cfm/sid/89/cid/24881/1982-Topps-730-Gary-Carter,/Images/Cards/Baseball/89/89-24881RepFr.jpg,/Images/Cards/Baseball/89/89-24881RepBk.jpg
Jim Rice,1982,750,0.25,,,0.25,/ViewCard.cfm/sid/89/cid/24901/1982-Topps-750-Jim-Rice,/Images/Cards/Baseball/89/89-24901RepFr.jpg,/Images/Cards/Baseball/89/89-24901RepBk.jpg
Rich Gossage,1982,770,0.25,,,0.25,/ViewCard.cfm/sid/89/cid/24921/1982-Topps-770-Rich-Gossage,/Images/Cards/Baseball/89/89-24921RepFr.jpg,/Images/Cards/Baseball/89/89-24921RepBk.jpg
Carlton Fisk,1983,20,0.45,,,0.45,/ViewCard.cfm/sid/93/cid/25095/1983-Topps-20-Carlton-Fisk,/Images/Cards/Baseball/93/93-20Fr.jpg,/Images/Cards/Baseball/93/93-20Bk.jpg
Jim Rice,1983,30,0.75,,,0.75,/ViewCard.cfm/sid/93/cid/25105/1983-Topps-30-Jim-Rice,/Images/Cards/Baseball/93/93-25105RepFr.jpg,/Images/Cards/Baseball/93/93-25105RepBk.jpg
Rollie Fingers,1983,35,0.15,,,0.15,/ViewCard.cfm/sid/93/cid/25110/1983-Topps-35-Rollie-Fingers,/Images/Cards/Baseball/93/93-35Fr.jpg,/Images/Cards/Baseball/93/93-35Bk.jpg
Ryne Sandberg,1983,83,6,,,6,/ViewCard.cfm/sid/93/cid/25158/1983-Topps-83-Ryne-Sandberg,/Images/Cards/Baseball/93/93-25158RepFr.jpg,/Images/Cards/Baseball/93/93-83Bk.jpg
Don Sutton,1983,145,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25220/1983-Topps-145-Don-Sutton,/Images/Cards/Baseball/93/93-145Fr.jpg,/Images/Cards/Baseball/93/93-145Bk.jpg
Bruce Sutter,1983,150,0.44,,,0.44,/ViewCard.cfm/sid/93/cid/25225/1983-Topps-150-Bruce-Sutter,/Images/Cards/Baseball/93/93-150Fr.jpg,/Images/Cards/Baseball/93/93-25225RepBk.jpg
Fergie Jenkins,1983,230,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25305/1983-Topps-230-Fergie-Jenkins,/Images/Cards/Baseball/93/93-230Fr.jpg,/Images/Cards/Baseball/93/93-230Bk.jpg
Rich Gossage,1983,240,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25315/1983-Topps-240-Rich-Gossage,/Images/Cards/Baseball/93/93-240Fr.jpg,/Images/Cards/Baseball/93/93-240Bk.jpg
Bert Blyleven,1983,280,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25355/1983-Topps-280-Bert-Blyleven,/Images/Cards/Baseball/93/93-280Fr.jpg,/Images/Cards/Baseball/93/93-280Bk.jpg
Gary Carter,1983,370,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25445/1983-Topps-370-Gary-Carter,/Images/Cards/Baseball/93/93-25445RepFr.jpg,/Images/Cards/Baseball/93/93-25445RepBk.jpg
Phil Niekro,1983,410,0.5,,,0.5,/ViewCard.cfm/sid/93/cid/25485/1983-Topps-410-Phil-Niekro,/Images/Cards/Baseball/93/93-410Fr.jpg,/Images/Cards/Baseball/93/93-410Bk.jpg
Gaylord Perry,1983,463,0.3,,,0.3,/ViewCard.cfm/sid/93/cid/25538/1983-Topps-463-Gaylord-Perry,/Images/Cards/Baseball/93/93-463Fr.jpg,/Images/Cards/Baseball/93/93-463Bk.jpg
Tim Raines,1983,595,0.85,,,0.85,/ViewCard.cfm/sid/93/cid/25670/1983-Topps-595-Tim-Raines,/Images/Cards/Baseball/93/93-595Fr.jpg,/Images/Cards/Baseball/93/93-595Bk.jpg
Andre Dawson,1983,680,0.7,,,0.7,/ViewCard.cfm/sid/93/cid/25755/1983-Topps-680-Andre-Dawson,/Images/Cards/Baseball/93/93-680Fr.jpg,/Images/Cards/Baseball/93/93-680Bk.jpg
Tony Perez,1983,715,1.09,,,1.09,/ViewCard.cfm/sid/93/cid/25790/1983-Topps-715-Tony-Perez,/Images/Cards/Baseball/93/93-25790RepFr.jpg,/Images/Cards/Baseball/93/93-715Bk.jpg
Don Sutton,1984,35,0.25,,,0.25,/ViewCard.cfm/sid/98/cid/33135/1984-Topps-35-Don-Sutton,/Images/Cards/Baseball/98/98-33135RepFr.jpg,/Images/Cards/Baseball/98/98-35Bk.jpg
Andre Dawson,1984,200,0.85,,,0.85,/ViewCard.cfm/sid/98/cid/33300/1984-Topps-200-Andre-Dawson,/Images/Cards/Baseball/98/98-33300RepFr.jpg,/Images/Cards/Baseball/98/98-33300RepBk.jpg
Tim Raines,1984,370,0.75,,,0.75,/ViewCard.cfm/sid/98/cid/33470/1984-Topps-370-Tim-Raines,/Images/Cards/Baseball/98/98-33470RepFr.jpg,/Images/Cards/Baseball/98/98-370Bk.jpg
Tony Perez,1984,385,0.4,,,0.4,/ViewCard.cfm/sid/98/cid/33485/1984-Topps-385-Tony-Perez,/Images/Cards/Baseball/98/98-33485RepFr.jpg,/Images/Cards/Baseball/98/98-33485RepBk.jpg
Gary Carter,1984,450,1.08,,,1.08,/ViewCard.cfm/sid/98/cid/33550/1984-Topps-450-Gary-Carter,/Images/Cards/Baseball/98/98-33550RepFr.jpg,/Images/Cards/Baseball/98/98-33550RepBk.jpg
Fergie Jenkins,1984,483,0.7,,,0.7,/ViewCard.cfm/sid/98/cid/33583/1984-Topps-483-Fergie-Jenkins,/Images/Cards/Baseball/98/98-33583RepFr.jpg,/Images/Cards/Baseball/98/98-33583RepBk.jpg
Rollie Fingers,1984,495,0.25,,,0.25,/ViewCard.cfm/sid/98/cid/33595/1984-Topps-495-Rollie-Fingers,/Images/Cards/Baseball/98/98-33595RepFr.jpg,/Images/Cards/Baseball/98/98-33595RepBk.jpg
Jim Rice,1984,550,0.7,,,0.7,/ViewCard.cfm/sid/98/cid/33650/1984-Topps-550-Jim-Rice,/Images/Cards/Baseball/98/98-33650RepFr.jpg,/Images/Cards/Baseball/98/98-33650RepBk.jpg
Carlton Fisk,1984,560,0.75,,,0.75,/ViewCard.cfm/sid/98/cid/33660/1984-Topps-560-Carlton-Fisk,/Images/Cards/Baseball/98/98-33660RepFr.jpg,/Images/Cards/Baseball/98/98-33660RepBk.jpg
Ryne Sandberg,1984,596,3,,,3,/ViewCard.cfm/sid/98/cid/33696/1984-Topps-596-Ryne-Sandberg,/Images/Cards/Baseball/98/98-33696RepFr.jpg,/Images/Cards/Baseball/98/98-33696RepBk.jpg
Phil Niekro,1984,650,0.3,,,0.3,/ViewCard.cfm/sid/98/cid/33750/1984-Topps-650-Phil-Niekro,/Images/Cards/Baseball/98/98-650Fr.jpg,/Images/Cards/Baseball/98/98-650Bk.jpg
Rich Gossage,1984,670,0.25,,,0.25,/ViewCard.cfm/sid/98/cid/33770/1984-Topps-670-Rich-Gossage,/Images/Cards/Baseball/98/98-33770RepFr.jpg,/Images/Cards/Baseball/98/98-33770RepBk.jpg
Bruce Sutter,1984,730,0.22,,,0.22,/ViewCard.cfm/sid/98/cid/33830/1984-Topps-730-Bruce-Sutter,/Images/Cards/Baseball/98/98-33830RepFr.jpg,/Images/Cards/Baseball/98/98-33830RepBk.jpg
Bert Blyleven,1984,789,0.25,,,0.25,/ViewCard.cfm/sid/98/cid/33889/1984-Topps-789-Bert-Blyleven,/Images/Cards/Baseball/98/98-33889RepFr.jpg,/Images/Cards/Baseball/98/98-33889RepBk.jpg
Phil Niekro,1985,40,0.75,,,0.75,/ViewCard.cfm/sid/103/cid/34140/1985-Topps-40-Phil-Niekro,/Images/Cards/Baseball/103/103-34140RepFr.jpg,/Images/Cards/Baseball/103/103-34140RepBk.jpg
Rich Gossage,1985,90,0.7,,,0.7,/ViewCard.cfm/sid/103/cid/34190/1985-Topps-90-Rich-Gossage,/Images/Cards/Baseball/103/103-34190RepFr.jpg,/Images/Cards/Baseball/103/103-34190RepBk.jpg
Jim Rice,1985,150,0.85,,,0.85,/ViewCard.cfm/sid/103/cid/34250/1985-Topps-150-Jim-Rice,/Images/Cards/Baseball/103/103-34250RepFr.jpg,/Images/Cards/Baseball/103/103-34250RepBk.jpg
Gary Carter,1985,230,0.85,,,0.85,/ViewCard.cfm/sid/103/cid/34330/1985-Topps-230-Gary-Carter,/Images/Cards/Baseball/103/103-34330RepFr.jpg,/Images/Cards/Baseball/103/103-34330RepBk.jpg
Bert Blyleven,1985,355,0.17,,,0.17,/ViewCard.cfm/sid/103/cid/34455/1985-Topps-355-Bert-Blyleven,/Images/Cards/Baseball/103/103-34455RepFr.jpg,/Images/Cards/Baseball/103/103-34455RepBk.jpg
Bruce Sutter,1985,370,0.35,,,0.35,/ViewCard.cfm/sid/103/cid/34470/1985-Topps-370-Bruce-Sutter,/Images/Cards/Baseball/103/103-34470RepFr.jpg,/Images/Cards/Baseball/103/103-34470RepBk.jpg
Andre Dawson,1985,420,0.75,,,0.75,/ViewCard.cfm/sid/103/cid/34520/1985-Topps-420-Andre-Dawson,/Images/Cards/Baseball/103/103-34520RepFr.jpg,/Images/Cards/Baseball/103/103-34520RepBk.jpg
Ryne Sandberg,1985,460,1.25,,,1.25,/ViewCard.cfm/sid/103/cid/34560/1985-Topps-460-Ryne-Sandberg,/Images/Cards/Baseball/103/103-34560RepFr.jpg,/Images/Cards/Baseball/103/103-34560RepBk.jpg
Tim Raines,1985,630,0.75,,,0.75,/ViewCard.cfm/sid/103/cid/34730/1985-Topps-630-Tim-Raines,/Images/Cards/Baseball/103/103-630Fr.jpg,/Images/Cards/Baseball/103/103-630Bk.jpg
Tony Perez,1985,675,0.4,,,0.4,/ViewCard.cfm/sid/103/cid/34775/1985-Topps-675-Tony-Perez,/Images/Cards/Baseball/103/103-34775RepFr.jpg,/Images/Cards/Baseball/103/103-34775RepBk.jpg
Don Sutton,1985,729,0.23,,,0.23,/ViewCard.cfm/sid/103/cid/34829/1985-Topps-729-Don-Sutton,/Images/Cards/Baseball/103/103-34829RepFr.jpg,/Images/Cards/Baseball/103/103-34829RepBk.jpg
Rollie Fingers,1985,750,0.45,,,0.45,/ViewCard.cfm/sid/103/cid/34850/1985-Topps-750-Rollie-Fingers,/Images/Cards/Baseball/103/103-34850RepFr.jpg,/Images/Cards/Baseball/103/103-34850RepBk.jpg
Carlton Fisk,1985,770,1,,,1,/ViewCard.cfm/sid/103/cid/34870/1985-Topps-770-Carlton-Fisk,/Images/Cards/Baseball/103/103-34870RepFr.jpg,/Images/Cards/Baseball/103/103-34870RepBk.jpg
Tony Perez,1986,85,0.4,,,0.4,/ViewCard.cfm/sid/110/cid/12774/1986-Topps-85-Tony-Perez,/Images/Cards/Baseball/110/110-85Fr.jpg,/Images/Cards/Baseball/110/110-12774RepBk.jpg
Gary Carter,1986,170,0.85,,,0.85,/ViewCard.cfm/sid/110/cid/12859/1986-Topps-170-Gary-Carter,/Images/Cards/Baseball/110/110-12859RepFr.jpg,/Images/Cards/Baseball/110/110-12859RepBk.jpg
Rollie Fingers,1986,185,0.4,,,0.4,/ViewCard.cfm/sid/110/cid/12874/1986-Topps-185-Rollie-Fingers,/Images/Cards/Baseball/110/110-12874RepFr.jpg,/Images/Cards/Baseball/110/110-12874RepBk.jpg
Tim Raines,1986,280,0.75,,,0.75,/ViewCard.cfm/sid/110/cid/12969/1986-Topps-280-Tim-Raines,/Images/Cards/Baseball/110/110-12969RepFr.jpg,/Images/Cards/Baseball/110/110-12969RepBk.jpg
Carlton Fisk,1986,290,0.75,,,0.75,/ViewCard.cfm/sid/110/cid/12979/1986-Topps-290-Carlton-Fisk,/Images/Cards/Baseball/110/110-12979RepFr.jpg,/Images/Cards/Baseball/110/110-12979RepBk.jpg
Jim Rice,1986,320,0.45,,,0.45,/ViewCard.cfm/sid/110/cid/13009/1986-Topps-320-Jim-Rice,/Images/Cards/Baseball/110/110-13009RepFr.jpg,/Images/Cards/Baseball/110/110-13009RepBk.jpg
Don Sutton,1986,335,0.15,,,0.15,/ViewCard.cfm/sid/110/cid/13024/1986-Topps-335-Don-Sutton,/Images/Cards/Baseball/110/110-13024RepFr.jpg,/Images/Cards/Baseball/110/110-13024RepBk.jpg
Bert Blyleven,1986,445,0.35,,,0.35,/ViewCard.cfm/sid/110/cid/13134/1986-Topps-445-Bert-Blyleven,/Images/Cards/Baseball/110/110-13134RepFr.jpg,/Images/Cards/Baseball/110/110-13134RepBk.jpg
Rich Gossage,1986,530,0.35,,,0.35,/ViewCard.cfm/sid/110/cid/13219/1986-Topps-530-Rich-Gossage,/Images/Cards/Baseball/110/110-13219RepFr.jpg,/Images/Cards/Baseball/110/110-13219RepBk.jpg
Bruce Sutter,1986,620,0.45,,,0.45,/ViewCard.cfm/sid/110/cid/13309/1986-Topps-620-Bruce-Sutter,/Images/Cards/Baseball/110/110-620Fr.jpg,/Images/Cards/Baseball/110/110-620Bk.jpg
Ryne Sandberg,1986,690,1.1,,,1.1,/ViewCard.cfm/sid/110/cid/13379/1986-Topps-690-Ryne-Sandberg,/Images/Cards/Baseball/110/110-13379RepFr.jpg,/Images/Cards/Baseball/110/110-13379RepBk.jpg
Andre Dawson,1986,760,0.7,,,0.7,/ViewCard.cfm/sid/110/cid/13449/1986-Topps-760-Andre-Dawson,/Images/Cards/Baseball/110/110-13449RepFr.jpg,/Images/Cards/Baseball/110/110-13449RepBk.jpg
Phil Niekro,1986,790,0.35,,,0.35,/ViewCard.cfm/sid/110/cid/13479/1986-Topps-790-Phil-Niekro,/Images/Cards/Baseball/110/110-790Fr.jpg,/Images/Cards/Baseball/110/110-13479RepBk.jpg
Gary Carter,1987,20,0.7,,,0.7,/ViewCard.cfm/sid/117/cid/35270/1987-Topps-20-Gary-Carter,/Images/Cards/Baseball/117/117-20Fr.jpg,/Images/Cards/Baseball/117/117-20Bk.jpg
Bert Blyleven,1987,25,0.06,,,0.06,/ViewCard.cfm/sid/117/cid/35275/1987-Topps-25-Bert-Blyleven,/Images/Cards/Baseball/117/117-25Fr.jpg,/Images/Cards/Baseball/117/117-25Bk.jpg
Tim Raines,1987,30,0.75,,,0.75,/ViewCard.cfm/sid/117/cid/35280/1987-Topps-30-Tim-Raines,/Images/Cards/Baseball/117/117-35280RepFr.jpg,/Images/Cards/Baseball/117/117-35280RepBk.jpg
Andre Dawson,1987,345,0.7,,,0.7,/ViewCard.cfm/sid/117/cid/35597/1987-Topps-345-Andre-Dawson,/Images/Cards/Baseball/117/117-35597RepFr.jpg,/Images/Cards/Baseball/117/117-35597RepBk.jpg
Rich Gossage,1987,380,0.5,,,0.5,/ViewCard.cfm/sid/117/cid/35632/1987-Topps-380-Rich-Gossage,/Images/Cards/Baseball/117/117-35632RepFr.jpg,/Images/Cards/Baseball/117/117-35632RepBk.jpg
Bruce Sutter,1987,435,0.1,,,0.1,/ViewCard.cfm/sid/117/cid/35687/1987-Topps-435-Bruce-Sutter,/Images/Cards/Baseball/117/117-35687RepFr.jpg,/Images/Cards/Baseball/117/117-35687RepBk.jpg
Jim Rice,1987,480,0.55,,,0.55,/ViewCard.cfm/sid/117/cid/35732/1987-Topps-480-Jim-Rice,/Images/Cards/Baseball/117/117-35732RepFr.jpg,/Images/Cards/Baseball/117/117-35732RepBk.jpg
Barry Larkin,1987,648,2.5,,,2.5,/ViewCard.cfm/sid/117/cid/35902/1987-Topps-648-Barry-Larkin,/Images/Cards/Baseball/117/117-648Fr.jpg,/Images/Cards/Baseball/117/117-648Bk.jpg
Don Sutton,1987,673,0.52,,,0.52,/ViewCard.cfm/sid/117/cid/35928/1987-Topps-673-Don-Sutton,/Images/Cards/Baseball/117/117-673Fr.jpg,/Images/Cards/Baseball/117/117-673Bk.jpg
Ryne Sandberg,1987,680,0.15,,,0.15,/ViewCard.cfm/sid/117/cid/35935/1987-Topps-680-Ryne-Sandberg,/Images/Cards/Baseball/117/117-35935RepFr.jpg,/Images/Cards/Baseball/117/117-35935RepBk.jpg
Phil Niekro,1987,694,0.7,,,0.7,/ViewCard.cfm/sid/117/cid/35949/1987-Topps-694-Phil-Niekro,/Images/Cards/Baseball/117/117-694Fr.jpg,/Images/Cards/Baseball/117/117-694Bk.jpg
Carlton Fisk,1987,756,0.99,,,0.99,/ViewCard.cfm/sid/117/cid/36011/1987-Topps-756-Carlton-Fisk,/Images/Cards/Baseball/117/117-756Fr.jpg,/Images/Cards/Baseball/117/117-756Bk.jpg
Ryne Sandberg,1988,10,0.7,,,0.7,/ViewCard.cfm/sid/125/cid/53812/1988-Topps-10-Ryne-Sandberg,/Images/Cards/Baseball/125/125-53812RepFr.jpg,/Images/Cards/Baseball/125/125-53812RepBk.jpg
Barry Larkin,1988,102,0.85,,,0.85,/ViewCard.cfm/sid/125/cid/53905/1988-Topps-102-Barry-Larkin,/Images/Cards/Baseball/125/125-53905RepFr.jpg,/Images/Cards/Baseball/125/125-53905RepBk.jpg
Bruce Sutter,1988,155,0.06,,,0.06,/ViewCard.cfm/sid/125/cid/53958/1988-Topps-155-Bruce-Sutter,/Images/Cards/Baseball/125/125-155Fr.jpg,/Images/Cards/Baseball/125/125-155Bk.jpg
Rich Gossage,1988,170,0.25,,,0.25,/ViewCard.cfm/sid/125/cid/53973/1988-Topps-170-Rich-Gossage,/Images/Cards/Baseball/125/125-53973RepFr.jpg,/Images/Cards/Baseball/125/125-53973RepBk.jpg
Bert Blyleven,1988,295,0.15,,,0.15,/ViewCard.cfm/sid/125/cid/54098/1988-Topps-295-Bert-Blyleven,/Images/Cards/Baseball/125/125-54098RepFr.jpg,/Images/Cards/Baseball/125/125-54098RepBk.jpg
Carlton Fisk,1988,385,0.4,,,0.4,/ViewCard.cfm/sid/125/cid/54188/1988-Topps-385-Carlton-Fisk,/Images/Cards/Baseball/125/125-54188RepFr.jpg,/Images/Cards/Baseball/125/125-54188RepBk.jpg
Andre Dawson,1988,500,0.65,,,0.65,/ViewCard.cfm/sid/125/cid/54303/1988-Topps-500-Andre-Dawson,/Images/Cards/Baseball/125/125-54303RepFr.jpg,/Images/Cards/Baseball/125/125-54303RepBk.jpg
Gary Carter,1988,530,0.55,,,0.55,/ViewCard.cfm/sid/125/cid/54334/1988-Topps-530-Gary-Carter,/Images/Cards/Baseball/125/125-54334RepFr.jpg,/Images/Cards/Baseball/125/125-54334RepBk.jpg
Don Sutton,1988,575,0.09,,,0.09,/ViewCard.cfm/sid/125/cid/54379/1988-Topps-575-Don-Sutton,/Images/Cards/Baseball/125/125-54379RepFr.jpg,/Images/Cards/Baseball/125/125-54379RepBk.jpg
Jim Rice,1988,675,0.85,,,0.85,/ViewCard.cfm/sid/125/cid/54479/1988-Topps-675-Jim-Rice,/Images/Cards/Baseball/125/125-54479RepFr.jpg,/Images/Cards/Baseball/125/125-54479RepBk.jpg
Tim Raines,1988,720,0.55,,,0.55,/ViewCard.cfm/sid/125/cid/54524/1988-Topps-720-Tim-Raines,/Images/Cards/Baseball/125/125-54524RepFr.jpg,/Images/Cards/Baseball/125/125-54524RepBk.jpg
Andre Dawson,1989,10,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36260/1989-Topps-10-Andre-Dawson,/Images/Cards/Baseball/134/134-36260RepFr.jpg,/Images/Cards/Baseball/134/134-36260RepBk.jpg
Bruce Sutter,1989,11,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36261/1989-Topps-11-Bruce-Sutter,/Images/Cards/Baseball/134/134-11Fr.jpg,/Images/Cards/Baseball/134/134-11Bk.jpg
Craig Biggio,1989,49,2.3,,,2.3,/ViewCard.cfm/sid/134/cid/36300/1989-Topps-49-Craig-Biggio,/Images/Cards/Baseball/134/134-49Fr.jpg,/Images/Cards/Baseball/134/134-49Bk.jpg
Roberto Alomar,1989,206,0.11,,,0.11,/ViewCard.cfm/sid/134/cid/36457/1989-Topps-206-Roberto-Alomar,/Images/Cards/Baseball/134/134-206Fr.jpg,/Images/Cards/Baseball/134/134-206Bk.jpg
Jim Rice,1989,245,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36496/1989-Topps-245-Jim-Rice,/Images/Cards/Baseball/134/134-245Fr.jpg,/Images/Cards/Baseball/134/134-245Bk.jpg
Ryne Sandberg,1989,360,0.99,,,0.99,/ViewCard.cfm/sid/134/cid/36611/1989-Topps-360-Ryne-Sandberg,/Images/Cards/Baseball/134/134-360Fr.jpg,/Images/Cards/Baseball/134/134-360Bk.jpg
Rich Gossage,1989,415,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36666/1989-Topps-415-Rich-Gossage,/Images/Cards/Baseball/134/134-415Fr.jpg,/Images/Cards/Baseball/134/134-415Bk.jpg
Barry Larkin,1989,515,0.2,,,0.2,/ViewCard.cfm/sid/134/cid/36766/1989-Topps-515-Barry-Larkin,/Images/Cards/Baseball/134/134-515Fr.jpg,/Images/Cards/Baseball/134/134-515Bk.jpg
Bert Blyleven,1989,555,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36806/1989-Topps-555-Bert-Blyleven,/Images/Cards/Baseball/134/134-555Fr.jpg,/Images/Cards/Baseball/134/134-555Bk.jpg
Tim Raines,1989,560,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36811/1989-Topps-560-Rock-Raines,/Images/Cards/Baseball/134/134-560Fr.jpg,/Images/Cards/Baseball/134/134-560Bk.jpg
Gary Carter,1989,680,0.1,,,0.1,/ViewCard.cfm/sid/134/cid/36933/1989-Topps-680-Gary-Carter,/Images/Cards/Baseball/134/134-36933RepFr.jpg,/Images/Cards/Baseball/134/134-680Bk.jpg
Carlton Fisk,1989,695,0.2,,,0.2,/ViewCard.cfm/sid/134/cid/36949/1989-Topps-695-Carlton-Fisk,/Images/Cards/Baseball/134/134-695Fr.jpg,/Images/Cards/Baseball/134/134-695Bk.jpg
Barry Larkin,1990,10,0.18,,,0.18,/ViewCard.cfm/sid/147/cid/60910/1990-Topps-10-Barry-Larkin,/Images/Cards/Baseball/147/147-10Fr.jpg,/Images/Cards/Baseball/147/147-10Bk.jpg
Bert Blyleven,1990,130,0.1,,,0.1,/ViewCard.cfm/sid/147/cid/61030/1990-Topps-130-Bert-Blyleven,/Images/Cards/Baseball/147/147-61030RepFr.jpg,/Images/Cards/Baseball/147/147-130Bk.jpg
Andre Dawson,1990,140,0.25,,,0.25,/ViewCard.cfm/sid/147/cid/61040/1990-Topps-140-Andre-Dawson,/Images/Cards/Baseball/147/147-140Fr.jpg,/Images/Cards/Baseball/147/147-140Bk.jpg
Edgar Martinez,1990,148,1,,,1,/ViewCard.cfm/sid/147/cid/61048/1990-Topps-148-Edgar-Martinez,/Images/Cards/Baseball/147/147-148Fr.jpg,/Images/Cards/Baseball/147/147-148Bk.jpg
Craig Biggio,1990,157,0.25,,,0.25,/ViewCard.cfm/sid/147/cid/61057/1990-Topps-157-Craig-Biggio,/Images/Cards/Baseball/147/147-157Fr.jpg,/Images/Cards/Baseball/147/147-157Bk.jpg
Tim Raines,1990,180,0.1,,,0.1,/ViewCard.cfm/sid/147/cid/61080/1990-Topps-180-Rock-Raines,/Images/Cards/Baseball/147/147-180Fr.jpg,/Images/Cards/Baseball/147/147-180Bk.jpg
Ryne Sandberg,1990,210,0.5,,,0.5,/ViewCard.cfm/sid/147/cid/61110/1990-Topps-210-Ryne-Sandberg,/Images/Cards/Baseball/147/147-210Fr.jpg,/Images/Cards/Baseball/147/147-210Bk.jpg
Carlton Fisk,1990,420,0.25,,,0.25,/ViewCard.cfm/sid/147/cid/61321/1990-Topps-420-Carlton-Fisk,/Images/Cards/Baseball/147/147-420Fr.jpg,/Images/Cards/Baseball/147/147-420Bk.jpg
Roberto Alomar,1990,517,0.99,,,0.99,/ViewCard.cfm/sid/147/cid/61418/1990-Topps-517-Roberto-Alomar,/Images/Cards/Baseball/147/147-517Fr.jpg,/Images/Cards/Baseball/147/147-61418RepBk.jpg
Larry Walker,1990,757,1.5,,,1.5,/ViewCard.cfm/sid/147/cid/61658/1990-Topps-757-Larry-Walker,/Images/Cards/Baseball/147/147-61658RepFr.jpg,/Images/Cards/Baseball/147/147-61658RepBk.jpg
Jim Rice,1990,785,0.1,,,0.1,/ViewCard.cfm/sid/147/cid/61686/1990-Topps-785-Jim-Rice,/Images/Cards/Baseball/147/147-785Fr.jpg,/Images/Cards/Baseball/147/147-785Bk.jpg
Gary Carter,1990,790,0.1,,,0.1,/ViewCard.cfm/sid/147/cid/61691/1990-Topps-790-Gary-Carter,/Images/Cards/Baseball/147/147-61691RepFr.jpg,/Images/Cards/Baseball/147/147-790Bk.jpg
